"ruin","v.","to destroy"
"rule","n.","a statement or an order that says how something must be done"
"rule","v.","to govern or control"
"rule","v.","to decide"
"run","v.","to move quickly by steps faster than those used for walking"
"sabotage","v.","to damage or destroy as an act against an organization or nation"
"sad","ad.","not happy"
"safe","ad.","away from harm or danger"
"sail","v.","to travel by boat or ship"
"sailor","n.","a person involved in sailing a boat or ship"
"same","ad.","not different"
"same","ad.","not changed"
"same","ad.","like another or others"
"sand","n.","extremely small pieces of crushed rock found in large amounts in deserts and on coasts"
"satellite","n.","a small object in space that moves around a larger object"
"satellite","n.","an object placed in orbit around the earth"
"save","v.","to make safe"
"save","v.","to remove from harm"
"save","v.","to keep for future use"
"say","v.","to speak"
"say","v.","to express in words"
"school","n.","a place for education"
"school","n.","a place where people go to learn"
"search","v.","to look for carefully"
"season","n.","one of the four periods of the year that is based on the earth's position toward the sun"
"season","n.","a period of time based on different weather conditions"
"season","n.","a period during the year when something usually happens"
"seat","n.","a thing to sit on"
"seat","n.","a place to sit or the right to sit there"
"second","ad.","the one that comes after the first"
"secret","ad.","hidden from others"
"secret","ad.","known only to a few"
"secret","n.","something known only to a few and kept from general knowledge"
"security","n.","freedom from danger or harm"
"security","n.","protection"
"security","n.","measures necessary to protect a person or place"
"see","v.","to know or sense through the eyes"
"see","v.","to understand or know"
"seed","n.","the part of a plant from which new plants grow"
"seek","v.","to search for"
"seek","v.","to try to get"
"seek","v.","to plan to do"
"seem","v.","to appear to be"
"seize","v.","to take quickly by force"
"seize","v.","to take control of quickly"
"seize","v.","to arrest"
"self X","n.","all that which makes one person different from others"
"sell","v.","to give something in exchange for money"
"send","v.","to cause to go"
"send","v.","to permit to go"
"sentence","n.","the punishment for a crime"
"sentence","v.","to declare the punishment for a crime"
"separate","ad.","not together or connected"
"separate","ad.","different"
"serious","ad.","important"
"serious","ad.","needing careful consideration"
"serious","ad.","dangerous"
"serve","v.","to work as an official"
"serve","v.","to be employed by the government"
"serve","v.","to assist or help"
"service","n.","an organization or system that provides something for the public"
"service","n.","a job that an organization or business can do for money"
"service","n.","a religious ceremony"
"set","v.","to put in place or position"
"settle","v.","to end"
"settle","v.","to agree about"
"settle","v.","to make a home in a new place"
"severe","ad.","not gentle"
"sex","n.","either the male or female group into which all people and animals are divided because of their actions in producing young"
"sex","n.","the physical activity by which humans and animals can produce young"
"shape","v.","to give form to"
"share","n.","any one of the equal parts of ownership of a business or company"
"share","v.","to give part of something to another or others"
"sharp","ad.","having a thin edge or small point that can cut or hurt"
"sharp","ad.","causing hurt or pain"
"she","pro.","the girl or woman who is being spoken about"
"sheep","n.","a farm animal used for its meat and hair"
"shell","n.","a metal container that is fired from a large gun and explodes when it reaches its target"
"shell","n.","a hard outside cover"
"shell","v.","to fire artillery"
"shelter","n.","something that gives protection"
"shelter","n.","a place of safety"
"shelter","v.","to protect or give protection to"
"shine","v.","to aim a light"
"shine","v.","to give bright light"
"shine","v.","to be bright"
"shine","v.","to clean to make bright"
"ship","n.","a large boat"
"ship","v.","to transport"
"shock","n.","something that greatly affects the mind or emotions"
"shock","v.","to cause to feel sudden surprise or fear"
"shoe","n.","a covering for the foot"
"shoot","v.","to cause a gun or other weapon to send out an object designed to kill"
"shoot","v.","to use a gun"
"short","ad.","lasting only for a small period of time"
"short","ad.","not long"
"short","ad.","opposite tall"
"should","v.","used with another verb (action word) to show responsibility"
"should","v.","used with another verb (action word) to show that something is believed to be a good idea"
"should","v.","used with another verb (action word) to show probability"
"shout","v.","to speak very loudly"
"show","n.","something organized to be seen by the public"
"show","v.","to make something be seen"
"show","v.","to make known"
"sick","ad.","suffering physically or mentally with a disease or other problem"
"sick","ad.","not in good health"
"sickness","n.","the condition of being in bad health"
"side","n.","the outer surfaces of an object that are not the top or bottom"
"side","n.","parts away from the middle"
"side","n.","either the right or left half of the body"
"sign","n.","a mark or shape used to mean something"
"sign","n.","evidence that something exists or will happen"
"sign","n.","a flat piece of material with writing that gives information"
"sign","v.","to write one's name"
"signal","n.","an action or movement that sends a message"
"signal","v.","to send a message by signs"
"silence","n.","a lack of noise or sound"
"silence","v.","to make quiet"
"silence","v.","to stop from speaking or making noise"
"silver","n.","a valued white metal"
"similar","ad.","like something else but not exactly the same"
"simple","ad.","easy to understand or do"
"simple","ad.","not difficult or complex"
"since","prep.","from a time in the past until now"
"sing","v.","to make music sounds with the voice"
"single","ad.","one only"
"sink","v.","to go down into water or other liquid"
"sister","n.","a female with the same father or mother as another person"
"sit","v.","to rest on the lower part of the body without the support of the legs"
"sit","v.","to become seated"
"situation","n.","the way things are during a period of time"
"size","n.","the space occupied by something"
"skeleton","n.","all the bones of a human or other animal together in their normal positions"
"skill","n.","the ability gained from training or experience"
"skin","n.","the outer covering of humans and most animals"
"sky","n.","the space above the earth"
"slave","n.","a person owned or controlled by another"
"sleep","v.","to rest the body and mind with the eyes closed"
"slide","v.","to move smoothly over a surface"
"slow","v.","to reduce the speed of"
"small","ad.","little in size or amount"
"small","ad.","few in number"
"small","ad.","not important"
"small","ad.","opposite large"
"smash","v.","to break or be broken into small pieces by force"
"smash","v.","to hit or move with force"
"smell","n.","something sensed by the nose"
"smell","v.","to sense through the nose"
"smoke","n.","that which can be seen rising into the air like a cloud from something burning"
"smoke","v.","to use cigarettes or other tobacco products by burning them and breathing in the smoke"
"smooth","ad.","having a level surface"
"smooth","ad.","opposite rough"
"so","ad.","in such a way that"
"so","ad.","also"
"so","ad.","too"
"so","ad.","very"
"so","ad.","as a result"
"so","conj.","in order that"
"so","conj.","for the purpose of"
"social","ad.","of or about people or a group"
"soft","ad.","not hard"
"soft","ad.","easily shaped"
"soft","ad.","pleasing to touch"
"soft","ad.","not loud"
"soil","n.","earth in which plants grow"
"soldier","n.","a person in the army"
"solid","ad.","having a hard shape with no empty spaces inside"
"solid","ad.","strong"
"solid","ad.","not in the form of a liquid or gas"
"solve","v.","to find an answer"
"solve","v.","to settle"
"some","ad.","of an amount or number or part not stated"
"some","ad.","not all"
"son","n.","a person's male child"
"soon","ad.","not long after the present time"
"soon","ad.","quickly"
"sort","n.","any group of people or things that are the same or are similar in some way"
"sort","n.","a kind of something"
"sound","n.","fast-moving waves of energy that affect the ear and result in hearing"
"sound","n.","that which is heard"
"south","n.","the direction to the right of a person facing the rising sun"
"space","n.","the area between or inside things"
"speak","v.","to talk"
"speak","v.","to say words with the mouth"
"speak","v.","to express one's thoughts to others and exchange ideas"
"speak","v.","to give a speech to a group"
"special","ad.","of a different or unusual kind"
"special","ad.","not for general use"
"special","ad.","better or more important than others of the same kind"
"speech","n.","a talk given to a group of people"
"speed","n.","the rate at which something moves or travels"
"speed","n.","the rate at which something happens or is done"
"speed","v.","to make something go or move faster"
"spend","v.","to give as payment"
"spend","v.","to use"
"spirit","n.","the part of a human that is not physical and is connected to thoughts and emotions"
"spirit","n.","the part of a person that is believed to remain alive after death"
"split","v.","to separate into two or more parts"
"split","v.","to divide or break into parts"
"sport","n.","any game or activity of competition involving physical effort or skill"
"spread","v.","to become longer or wider"
"spread","v.","to make or become widely known"
"spring","n.","the time of the year between winter and summer"
"spy","n.","one who watches others secretly"
"spy","n.","a person employed by a government to get secret information about another country"
"spy","v.","to steal or get information secretly"
"square","n.","a flat shape having four equal sides"
"stab","v.","to cut or push into or through with a pointed weapon"
"stand","v.","to move into or be in a position in which only the feet are on a surface"
"stand","v.","to be in one position or place"
"start","v.","to begin"
"start","v.","to make something begin"
"starve","v.","to suffer or die from a lack of food"
"state","n.","a political part of a nation"
"state","v.","to say"
"state","v.","to declare"
"station","n.","a place of special work or purpose"
"station","n.","a place where passengers get on or off trains or buses"
"station","n.","a place for radio or television broadcasts"
"stay","v.","to continue to be where one is"
"stay","v.","to remain"
"stay","v.","to not leave"
"stay","v.","to live for a time"
"steal","v.","to take without permission or paying"
"steam","n.","the gas that comes from hot water"
"steel","n.","iron made harder and stronger by mixing it with other substances"
"step","n.","the act of stepping"
"step","n.","one of a series of actions designed to reach a goal"
"step","v.","to move by lifting one foot and placing it in a new position"
"stick","n.","a thin piece of wood"
"stick","v.","to attach something to another thing using a substance that will hold them together"
"stick","v.","to become fixed in one position so that movement is difficult"
"still","ad.","not moving"
"still","ad.","until the present or a stated time"
"still","ad.","even so"
"still","ad.","although"
"stone","n.","a small piece of rock"
"stop","v.","to prevent any more movement or action"
"stop","v.","to come or bring to an end"
"store","n.","a place where people buy things"
"store","v.","to keep or put away for future use"
"stove","n.","a heating device used for cooking"
"straight","ad.","continuing in one direction without turns"
"strange","ad.","unusual"
"strange","ad.","not normal"
"strange","ad.","not known"
"stretch","v.","to extend for a distance"
"stretch","v.","to pull on to make longer or wider"
"strike","v.","to hit with force"
"strong","ad.","having much power"
"structure","n.","a system that is formed or organized in a special way"
"structure","n.","a building"
"struggle","n.","a great effort"
"struggle","n.","a fight"
"struggle","v.","to try with much effort"
"struggle","v.","to fight with"
"study","v.","to make an effort to gain knowledge by using the mind"
"study","v.","to examine carefully"
"stupid","ad.","not able to learn much"
"stupid","ad.","not intelligent"
"submarine","n.","an underwater ship"
"substance","n.","the material of which something is made"
"substitute","n.","a person or thing put or used in place of another"
"substitute","v.","to put or use in place of another"
"succeed","v.","to reach a goal or thing desired"
"succeed","v.","to produce a planned result"
"such","ad.","of this or that kind"
"such","ad.","of the same kind as"
"such","ad.","similar to"
"sudden","ad.","not expected"
"sudden","ad.","without warning"
"sudden","ad.","done or carried out quickly or without preparation"
"suffer","v.","to feel pain in the body or mind"
"suffer","v.","to receive or experience hurt or sadness"
"sugar","n.","a sweet substance made from liquids taken from plants"
"suggest","v.","to offer or propose something to think about or consider"
"sun","n.","the huge star in the sky that provides heat and light to earth"
"supervise","v.","to direct and observe the work of others"
"supply","n.","the amount of something that can be given or sold to others"
"supply","v.","to give"
"supply","v.","to provide"
"support","v.","to carry the weight of"
"support","v.","to hold up or in position"
"support","v.","to agree with others and help them reach a goal"
"support","v.","to approve"
"suppose","v.","to expect"
"suppress","v.","to put down or to keep down by force"
"suppress","v.","to prevent information from being known publicly"
"sure","ad.","very probable"
"sure","ad.","with good reason to believe"
"sure","ad.","true without question"
"surface","n.","the outer side or top of something"
"surplus","n.","an amount that is more than is needed"
"surplus","n.","extra"
"surprise","n.","something not expected"
"surprise","n.","the feeling caused by something not expected"
"surprise","v.","to cause a feeling of wonder because something is not expected"
"surrender","v.","to give control of oneself or one's property to another or others"
"surrender","v.","to stop fighting and admit defeat"
"surround","v.","to form a circle around"
"surround","v.","to be in positions all around someone or something"
"survive","v.","to remain alive during or after a dangerous situation"
"suspect","n.","a person believed to be guilty"
"suspect","v.","to imagine or believe that a person is guilty of something bad or illegal"
"suspend","v.","to cause to stop for a period of time"
"swallow","v.","to take into the stomach through the mouth"
"swear in","v.","to put an official into office by having him or her promise to carry out the duties of that office"
"swim","v.","to move through water by making motions with the arms and legs"
"system","n.","a method of organizing or doing something by following rules or a plan"
"system","n.","a group of connected things or parts working together for a common purpose or goal"
"take","v.","to carry something"
"take","v.","to seize"
"take","v.","to capture"
"take","v.","to begin to be in control"
"talk","n.","a meeting for discussion"
"talk","v.","to express thoughts in spoken words"
"tall","ad.","higher than others"
"tall","ad.","opposite short"
"tank","n.","a large container for holding liquids"
"tank","n.","a heavy military vehicle with guns"
"target","n.","any person or object aimed at or fired at"
"taste","v.","to sense through the mouth"
"tax","n.","the money a person or business must pay to the government so the government can provide services"
"tea","n.","a drink made from the plant of the same name"
"teach","v.","to show how to do something"
"teach","v.","to provide knowledge"
"teach","v.","to cause to understand"
"tears","n.","the fluid that comes out of the eyes while crying"
"technical","ad.","of or about a very special kind of subject or thing"
"technology","n.","the use of scientific knowledge and methods to produce goods and services"
"telescope","n.","a device for making objects that are far away appear closer and larger"
"television","n.","a device that receives electronic signals and makes them into pictures and sounds"
"television","n.","the system of sending pictures and sounds by electronic signals over a distance so others can see and hear them on a receiver"
"tell","v.","to give information"
"tell","v.","to make known by speaking"
"tell","v.","to order"
"tell","v.","to command"
"temperature","n.","the measurement of heat and cold"
"temporary","ad.","lasting only a short time"
"tense","ad.","having fear or concern"
"tense","ad.","dangerous"
"tense","ad.","opposite calm"
"term","n.","a limited period of time during which someone does a job or carries out a responsibility"
"term","n.","the conditions of an agreement that have been accepted by those involved in it"
"terrible","ad.","very bad"
"terrible","ad.","causing terror or fear"
"territory","n.","a large area of land"
"terror","n.","extreme fear"
"terror","n.","that which causes great fear"
"terrorist","n.","a person who carries out acts of extreme violence as a protest or a way to influence a government"
"test","n.","an attempt to learn or prove what something is like or how it will act by studying or doing"
"test","n.","a group of questions or problems used to find out a person's knowledge"
"test","v.","to attempt to learn or prove what something is like or how it will act by studying or doing"
"thank","v.","to say that one has a good feeling toward another because that person did something kind"
"the","pro.","used in front of a name word to show that it is a person or thing that is known about or is being spoken about"
"theater","n.","a place where movies are shown or plays are performed"
"them","pro.","other people being spoken about"
"then","ad.","at that time"
"then","ad.","existing"
"then","ad.","and so"
"there","ad.","in that place or position"
"there","ad.","to or toward that place"
"they","pro.","those ones being spoken about"
"thick","ad.","having a large distance between two opposite surfaces"
"thick","ad.","having many parts close together"
"thick","ad.","opposite thin"
"thin","ad.","having a small distance between two opposite surfaces"
"thin","ad.","not fat"
"thin","ad.","not wide"
"thin","ad.","opposite thick"
"thing","n.","any object"
"think","v.","to produce thoughts"
"think","v.","to form ideas in the mind"
"think","v.","to consider"
"think","v.","to believe"
"third","ad.","coming after two others"
"threaten","v.","to warn that one will do harm or cause damage"
"through","prep.","in at one end and out at the other"
"through","prep.","from front to back"
"through","prep.","from top to bottom"
"through","prep.","with the help of"
"through","prep.","by"
"throw","v.","to cause to go through the air by a movement of the arm"
"tie","n.","anything that joins or unites"
"tie","n.","links or connections"
"tie","v.","to join or hold together with some material"
"time","n.","a period that can be identified in hours and minutes and is shown on a clock"
"time","n.","a period when an event should or will take place"
"tired","ad.","having less strength because of work or exercise"
"tired","ad.","needing sleep or rest"
"to","prep.","showing the direction of an action"
"to","prep.","showing the person or place toward which an action is directed"
"to","prep.","showing a goal or purpose"
"today","n.","this day"
"together","ad.","in one group"
"together","ad.","at the same time or place"
"together","ad.","in cooperation"
"tomorrow","n.","the day after today"
"tonight","n.","this night"
"too","ad.","also"
"too","ad.","as well as"
"too","ad.","more than is necessary"
"tool","n.","any instrument or device designed to help one do work"
"top","n.","the upper edge or surface"
"top","n.","the highest part"
"top","n.","the cover of something"
"torture","v.","to cause severe pain"
"total","n.","the complete amount"
"touch","v.","to put the hand or fingers on"
"toward","prep.","in the direction of"
"toward","prep.","leading to"
"trade","v.","to buy and sell or exchange products or services"
"tragic","ad.","extremely sad"
"tragic","ad.","terrible"
"train","n.","an engine and the cars connected to it that move along a railroad"
"train","v.","to teach or learn how to do something"
"train","v.","to prepare for an activity"
"transport","v.","to move goods or people from one place to another"
"transportation","n.","the act or business of moving goods or people"
"trap","n.","a device used to catch animals"
"trap","v.","to catch or be caught by being tricked"
"trap","v.","to be unable to move or escape"
"treason","n.","the act of fighting against one's own country or of helping its enemies"
"treat","v.","to deal with"
"treat","v.","to act toward in a special way"
"treat","v.","to try to cure"
"treatment","n.","the act of treating"
"treatment","n.","the use of medicine to try to cure or make better"
"treaty","n.","a written agreement between two or more nations"
"trial","n.","an examination in a court of a question or dispute to decide if a charge is true"
"tribe","n.","a group of families ruled by a common chief or leader"
"trick","v.","to cheat"
"trick","v.","to fool a person so as to get something or make him or her do something"
"troop","n.","a number of soldiers in a large controlled group"
"truce","n.","a temporary halt in fighting agreed to by all sides involved"
"truck","n.","a heavy vehicle used to carry goods"
"TRUE","ad.","correct"
"TRUE","ad.","not false"
"trust","v.","to believe that someone is honest and will not cause harm"
"try","v.","to make an effort"
"try","v.","to take court action against a person to decide if he or she is guilty or innocent of a crime"
"turn","v.","to change direction"
"turn","v.","to move into a different position"
"under","prep.","below"
"under","prep.","below the surface of"
"under","prep.","less than"
"understand","v.","to know what is meant"
"understand","v.","to have knowledge of"
"unite","v.","to join together"
"university","n.","a place of education that usually includes several colleges and research organizations"
"unless","conj.","except if it happens"
"unless","conj.","on condition that"
"until","conj.","up to a time"
"until","conj.","before"
"urge","v.","to advise strongly"
"urge","v.","to make a great effort to get someone to do something"
"urgent","ad.","needing an immediate decision or action"
"us","pro.","the form of the word ""we"" used after a preposition"
"use","v.","to employ for a purpose"
"use","v.","to put into action"
"usual","ad.","as is normal or common"
"valley","n.","a long area of land between higher areas of land"
"value","n.","the amount of money that could be received if something is sold"
"vegetable","n.","a plant grown for food"
"vehicle","n.","a car or truck"
"version","n.","the form of something with different details than earlier or later forms"
"very","ad.","extremely"
"veto","v.","to reject or refuse to approve"
"vicious","ad.","bad"
"vicious","ad.","dangerous"
"vicious","ad.","showing harm or hate"
"victim","n.","someone who is tricked"
"victory","n.","a success in a fight or competition"
"village","n.","a very small town"
"violate","v.","to fail to obey or honor"
"violate","v.","to break"
"visit","v.","to go to or come to a place for a short time for friendly or business reasons"
"vote","v.","to choose a candidate in an election"
"wage","n.","money received for work done"
"wait","v.","to delay acting"
"wait","v.","to postpone"
"walk","v.","to move by putting one foot in front of the other"
"wall","n.","a structure sometimes used to separate areas of land"
"want","v.","to desire"
"want","v.","to wish for"
"want","v.","to need"
"warm","ad.","almost hot"
"warm","ad.","having or feeling some heat"
"warn","v.","to tell of possible danger"
"warn","v.","to advise or inform about something bad that may happen"
"waste","n.","something thrown away as having no value"
"waste","n.","the liquid and solid substances that result from body processes and are passed out of the body"
"waste","v.","to spend or use without need or care"
"waste","v.","to make bad use of"
"watch","v.","to look at"
"watch","v.","to observe closely"
"watch","v.","to look and wait for"
"wave","n.","a large mass of water that forms and moves on the surface of a lake or ocean"
"wave","v.","to signal by moving the hand one way and the other"
"way","n.","a path on land or sea or in the air"
"way","n.","how something is done"
"way","n.","method"
"weak","ad.","having little power"
"weak","ad.","opposite strong"
"week","n.","a period of time equal to seven days"
"weigh","v.","to measure how heavy someone or something is"
"welcome","v.","to express happiness or pleasure when someone arrives or something develops"
"well","ad.","in a way that is good or pleasing"
"well","ad.","in good health"
"west","n.","the direction in which the sun goes down"
"wet","ad.","covered with water or other liquid"
"wet","ad.","not dry"
"what","ad.","which or which kind"
"what","pro.","used to ask about something or to ask for information about something"
"wheat","n.","a grain used to make bread"
"wheat","n.","the plant that produces the grain"
"wheel","n.","a round structure that turns around a center"
"when","ad.","at what time"
"when","ad.","at any time"
"when","conj.","during or at the time"
"which","pro.","used to ask about what one or what ones of a group of things or people"
"while","conj.","at or during the same time"
"while","n.","a space of time"
"white","ad.","having the color like that of milk or snow"
"who","pro.","what or which person or persons that"
"who","pro.","the person or persons"
"whole","ad.","the complete amount"
"whole","ad.","all together"
"whole","ad.","not divided"
"whole","ad.","not cut into pieces"
"why","ad.","for what cause or reason"
"why","conj.","the reason for which"
"wide","ad.","having a great distance from one side to the other"
"wide","ad.","not limited"
"wife","n.","a woman who is married"
"wild","ad.","living and growing in natural conditions and not organized or supervised by humans"
"wild","ad.","angry"
"wild","ad.","uncontrolled"
"will","v.","a word used with action words to show future action"
"willing","ad.","being ready or having a desire to"
"win","v.","to gain a victory"
"wind","n.","a strong movement of air"
"wise","ad.","having much knowledge and understanding"
"wise","ad.","able to use knowledge and understanding to make good or correct decisions"
"wish","v.","to want"
"wish","v.","to express a desire for"
"with","prep.","along or by the side of"
"with","prep.","together"
"with","prep.","using"
"with","prep.","having"
"withdraw","v.","to remove"
"without","prep.","with no"
"without","prep.","not having or using"
"without","prep.","free from"
"without","prep.","not doing"
"woman","n.","an adult female human"
"wonder","n.","a feeling of surprise"
"wonder","v.","to ask oneself"
"wonder","v.","to question"
"wonderful","ad.","causing wonder"
"wonderful","ad.","especially good"
"wood","n.","the solid material of which trees are made"
"word","n.","one or more connected sounds that form a single part of a language"
"work","n.","the effort used to make or to do something"
"work","n.","that which needs effort"
"work","n.","the job one does to earn money"
"work","v.","to use physical or mental effort to make or do something"
"world","n.","the earth"
"world","n.","the people who live on the earth"
"worry","v.","to be concerned"
"worse","ad.","more bad than"
"worth","n.","value measured in money"
"wound","n.","an injury to the body of a human or animal in which the skin is usually cut or broken"
"wound","v.","to injure"
"wound","v.","to hurt"
"wound","v.","to cause physical damage to a person or animal"
"wreck","n.","anything that has been badly damaged or broken"
"wreck","v.","to damage greatly"
"wreck","v.","to destroy"
"wreckage","n.","what remains of something severely damaged or destroyed"
"wrong","ad.","not correct"
"wrong","ad.","bad"
"wrong","ad.","not legal"
"wrong","ad.","opposite right"
"year","n.","a period of time equal to twelve months"
"yellow","ad.","having the color like that of gold or the sun"
"yes","ad.","used to express agreement or to permit"
"yesterday","n.","the day before today"
"yet","ad.","at some time before now"
"yet","ad.","now"
"yet","ad.","at this time"
"yet","conj.","however"
"you","pro.","the person or persons being spoken to"
"young","ad.","in the early years of life"
"young","ad.","not old"
"zero","n.","the number meaning none or nothing"
"zoo","n.","a place where animals are kept for the public to look at and study"
"administration","n.","the executive part of a government, usually headed by a president or prime minister"
"advise","v.","to help with information, knowledge or ideas in making a decision"
"aid","n.","help, assistance"
"air","n.","the mixture of gases around the earth, mostly nitrogen and oxygen, that we breathe"
"alcohol","n.","a strong, colorless liquid, usually made from grain, used as a drug or in industrial products"
"amount","n.","the number, size or weight of anything"
"animal","n.","a living creature that moves, such as a dog or cat"
"appeal","v.","to take to a higher court, person or group for a decision"
"arrive","v.","to come to a place, especially at the end of a trip"
"art","n.","expressions or creations by humans, such as paintings, music, writing or statues"
"attack","n.","a violent attempt to damage, injure or kill"
"balloon","n.","a device of strong, light material that rises when filled with gas lighter than air"
"beauty","ad.","that which pleases the eye, ear or spirit"
"blow","v.","to move with force, as in air"
"both","ad.","not just one of two, but the two together"
"bottle","n.","a container, usually made of glass, to hold liquid"
"box","n.","a container, usually made of paper or wood"
"brain","n.","the control center of thought, emotions and body activity of all creatures"
"bridge","n.","a structure built over a waterway, valley or road so people and vehicles can cross from one side to the other"
"broadcast","v.","to send information, stories or music by radio or television"
"building","n.","anything built for use as a house, factory, office, school, store or place of entertainment"
"buy","v.","to get by paying something, usually money"
"can","n.","a container used to hold liquid or food, usually made of metal"
"cease","n.","a halt in fighting, usually by agreement"
"charge","v.","to accuse someone of something, usually a crime"
"chemistry","n.","the scientific study of substances, what they are made of, how they act under different conditions, and how they form other substances"
"circle","n.","a closed shape that has all its points equally distant from the center, like an ""O"""
"civil rights","n.","the political, economic and social rights given equally to all people of a nation"
"cloth","n.","a material made from plants, chemicals, animal hair and other substances"
"coalition","n.","forces, groups or nations joined together"
"color","n.","the different effects of light on the eye, making blue, red, brown, black, yellow and others"
"company","n.","a business organized for trade, industrial or other purposes"
"compete","v.","to try to do as well as, or better than, another or others"
"computer","n.","an electronic machine for storing and organizing information, and for communicating with others"
"concern","n.","interest, worry"
"conflict","n.","a battle, especially a long one"
"container","n.","a box, bottle or can used to hold something"
"crop","n.","plants that are grown and gathered for food, such as grains, fruits and vegetables"
"culture","n.","all the beliefs, traditions and arts of a group or population"
"current","n.","movement of air, water or electricity"
"damage","n.","hurt or injury, usually to things"
"dance","n.","a series of steps, usually to music"
"danger","n.","a strong chance of suffering injury, damage or loss"
"date","n.","a day, month and year"
"deficit","n.","a shortage that results when spending is greater than earnings, or imports are greater than exports"
"difficult","ad.","hard to do, make or carry out"
"disease","n.","a sickness in living things, often caused by viruses, germs or bacteria"
"document","n.","an official piece of paper with facts written on it, used as proof or support of something"
"dollar","n.","United States money, one hundred cents"
"early","ad.","at or near the beginning, especially the beginning of the day"
"earthquake","n.","a sudden, violent shaking of the earth's surface"
"economy","n.","the system by which money, industry and trade are organized"
"egg","n.","the rounded object containing unborn young produced by female birds, fish or reptiles"
"either","ad.","one of two, but not the other"
"electricity","n.","a form of energy that flows through wires to provide heat and light, and power to machines"
"emotion","n.","a strong feeling such as love, hate, fear or sadness"
"energy","n.","power used to do work, usually with machines"
"engineer","n.","a person who designs engines, machines, roads, bridges or railroads"
"environment","n.","all surrounding things, conditions and influences that affect life"
"environment","n.","the natural world of land, sea, air, plants and animals"
"equal","ad.","the same in amount, size, weight or value"
"equipment","n.","things, tools or machines needed for a purpose or activity"
"estimate","v.","to form an opinion about a value, size or amount using less than complete information"
"ethnic","ad.","of or concerning people belonging to a large group because of their race, religion, language, tribe or where their ancestors lived"
"event","n.","that which happens, especially something of importance"
"experience","v.","to live through an event, situation or condition"
"experiment","n.","a test or trial carried out to prove if an idea is true or false, or to discover something"
"explode","v.","to break apart violently with a loud noise, like a bomb"
"export","n.","something sent to another country, usually for sale"
"extra","ad.","more than normal, expected or necessary"
"face","n.","the front of the head: eyes, nose, mouth"
"face","v.","to have before you, such as a problem or danger"
"far","ad.","at, to or from a great distance"
"field","n.","an area of open land, usually used to grow crops or to raise animals"
"financial","ad.","of or about the system that includes the use of money, credit, investments and banks"
"firework","n.","rockets producing bright fire in the sky, used in holiday celebrations"
"flag","n.","a piece of colored cloth used to represent a nation, government or organization"
"flood","n.","the movement of water out of a river, lake or ocean onto land"
"fluid","n.","any substance that can flow, such as a liquid"
"fly","v.","to move through the air with wings, like a bird or airplane"
"food","n.","that which is taken in by all living things for energy, strength and growth"
"force","n.","power, strength"
"foreign","ad.","of, about or from another nation"
"from","prep.","having a person, place or thing as a beginning or cause"
"from","prep.","at a place distant, not near"
"game","n.","an activity with rules in which people or teams play or compete, usually sports"
"gas","n.","any substance that burns to provide heat, light or power"
"glass","n.","a hard, clear material that is easily broken, used most often for windows or for containers to hold liquids"
"government","n.","the organization of people that rules a country, city or area"
"grain","n.","the seed of grass plants used for food, such as wheat, rice and corn"
"grass","n.","a plant with long, narrow, green leaves"
"guard","v.","to watch and protect a person, place or thing"
"guerrilla","n.","a person who fights as part of an unofficial army, usually against an official army or police"
"hair","n.","the fine material that grows from the skin, especially from the head"
"here","ad.","in, to or at this place"
"hold","v.","to carry or support, usually in the hands or arms"
"home","n.","the building where a person lives, especially with family"
"honor","v.","to show strong, good feelings for"
"horse","n.","a large animal often used for racing, riding or farm work"
"hotel","n.","a building with rooms, and often food, for travellers"
"humor","n.","the ability to understand, enjoy or express what makes people laugh"
"hurt","v.","to cause pain, injury or damage"
"import","n.","something brought from another country, usually for sale"
"important","ad.","having great meaning, value or power"
"incite","v.","to urge or cause an action or emotion, usually something bad or violent"
"inject","v.","to force a fluid into, such as putting medicine or drugs into the body through the skin"
"insect","n.","a very small creature, usually with many legs and sometimes with wings"
"inspect","v.","to examine, especially by an expert"
"interfere","v.","to take part in the activities of others, especially when not asked to do so"
"investigate","v.","to study or examine all information about an event, situation or charge"
"invite","v.","to ask someone to take part in or join an event, organization or gathering"
"iron","n.","a strong, hard metal used to make machines and tools"
"it","pro.","a thing, place, event or idea that is being spoken about"
"jewel","n.","a valuable stone, such as a diamond or emerald"
"judge","v.","to decide a question, especially a legal one"
"lack","n.","the condition of needing, wanting or not having"
"language","n.","what people speak in a country, nation or group"
"large","ad.","being of more than usual size, amount or number"
"lightning","n.","light produced by electricity in the air, usually during a storm"
"line","n.","a long, thin mark on a surface"
"link","n.","a relation between two or more things, situations or events"
"liquid","n.","a substance that is not a solid or gas, and can move freely, like water"
"literature","n.","all the poems, stories and writings of a period of time or of a country"
"love","n.","a strong, kind emotion for someone or something"
"love","v.","to feel a strong, kind emotion"
"magazine","n.","a publication of news, stories, pictures or other information"
"mail","n.","letters, papers and other things sent through an official system, such as a post office"
"major","ad.","great in size, importance or amount"
"market","n.","a place or area where goods are sold, bought or traded"
"material","n.","the substance, substances or matter of which something is made or from which something can be made, such as wood, cloth or stone"
"mathematics","n.","the science dealing with amounts, sizes and shapes, as explained by numbers and signs"
"meal","n.","food eaten to satisfy hunger, such as dinner"
"measure","v.","to learn the amount, size or distance of something"
"media","n.","all public information organizations, including newspapers, television and radio"
